SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.087804986,4,0,0.596355427,6200.0,14,0,2,0,1.0
0,0.040560524,3,0,0.0056647780000000005,3000.0,3,0,0,0,0.0
0,0.785483988,5,0,0.546167418,5100.0,9,0,0,0,1.0
1,0.868657272,5,0,0.7855539690000001,4900.0,15,1,2,0,0.0
0,0.001325269,5,0,0.134528032,16070.0,8,0,1,0,3.0
1,0.171965607,5,0,0.33391132,4036.0,3,0,1,0,2.0
0,0.257010316,6,0,0.35497879200000004,9901.0,18,0,3,0,0.0
0,0.993128068,2,0,0.114209659,7888.0,7,0,0,0,0.0
0,0.039125393,7,0,0.148874365,8261.0,5,0,1,0,1.0
0,0.62702137,5,0,0.780414772,9016.0,15,0,2,0,1.0
0,0.130939116,5,0,0.925020828,3600.0,4,0,2,0,0.0
0,0.341815242,3,0,0.399170934,4100.0,7,0,0,0,0.0
0,0.340194576,4,0,0.274233479,5250.0,8,0,0,0,0.0
0,0.013169856,4,0,0.307642696,3100.0,5,0,1,0,0.0
1,0.767854417,3,2,0.45641115600000004,5700.0,8,3,0,0,2.0
0,0.047632125,7,0,0.262785034,4516.0,16,0,1,0,0.0
0,0.40595653600000003,5,0,0.58445668,15800.0,33,0,5,0,2.0
0,0.0,3,0,0.197714558,8400.0,5,0,1,0,1.0
0,0.073607231,3,0,0.531963001,4864.0,11,0,2,0,0.0
0,0.473438374,5,0,0.317188668,12036.0,6,0,2,0,0.0
0,0.029287277,3,0,0.436957726,5416.0,10,0,2,0,3.0
0,0.009537716,7,0,0.224725592,1730.0,10,0,0,0,0.0
0,0.010649468,4,0,0.264459765,19000.0,5,0,2,0,2.0
0,0.9999998999999999,3,0,0.333528722,3411.0,3,0,1,0,0.0
0,0.17557351699999998,6,0,0.484251969,5333.0,11,0,1,0,0.0
0,0.00027777,4,0,0.24550800399999997,6121.0,7,0,1,1,2.0
0,0.9999998999999999,5,2,0.37616996,6730.0,6,2,1,1,1.0
0,0.003158307,6,0,0.000909008,11000.0,12,0,0,0,1.0
0,0.0038836990000000004,4,0,0.004704775,4250.0,18,0,0,0,0.0
0,0.289391732,4,0,0.280670422,7278.0,5,0,2,0,2.0
0,0.163843712,4,3,0.25123669600000004,6670.0,8,0,1,0,0.0
0,0.613875912,5,2,0.45603112799999995,5139.0,20,0,1,2,0.0
0,0.683330953,2,1,0.097414655,7000.0,8,0,0,0,0.0
0,0.131578523,5,0,0.119981541,6500.0,8,0,0,0,0.0
0,0.214925418,4,0,0.121285066,10800.0,15,0,0,0,3.0
0,0.064007472,8,0,0.022651566,1500.0,5,0,0,0,0.0
0,0.42632462600000004,4,0,0.40789696700000005,5900.0,11,0,1,0,2.0
0,0.773380062,7,0,0.364118092,3962.0,6,0,0,0,1.0
0,0.020207127,6,0,0.258616288,3916.0,12,0,2,0,0.0
0,0.192877999,7,0,0.14538846,2200.0,12,0,0,0,0.0
0,0.56578986,4,0,0.44876829700000004,2800.0,4,0,0,0,4.0
0,0.590530236,5,0,0.398861714,6500.0,7,0,2,0,0.0
0,0.233381157,3,0,0.383748139,4700.0,6,0,2,0,0.0
0,0.070335498,4,0,0.37620889700000004,8271.0,12,0,3,0,2.0
0,0.20939443800000002,4,0,1668.0,1.0,9,0,2,0,2.0
0,0.751071327,2,0,0.434333656,6197.0,11,1,4,0,0.0
0,0.999866684,3,0,0.201861748,5800.0,4,0,0,0,2.0
0,0.014078155,6,0,0.5183727029999999,5333.0,10,0,3,0,0.0
0,0.242005048,7,0,0.074515648,3354.0,4,0,0,0,0.0
0,0.0,3,0,0.0,2166.0,4,0,0,0,0.0
0,0.074159215,3,0,0.195225597,8000.0,8,0,0,0,0.0
0,0.034413794,5,0,0.23005789,13300.0,20,0,2,0,1.0
0,0.437781109,2,0,0.005376344,4835.0,3,0,0,0,0.0
0,0.6998478290000001,5,0,0.365784499,11637.0,9,0,1,0,0.0
0,0.077725823,4,0,0.25844018399999996,8500.0,12,0,1,0,0.0
0,0.121295944,5,0,0.722713637,13000.0,14,0,2,0,0.0
0,0.378708892,5,0,0.77789628,7500.0,20,0,3,0,0.0
0,0.859140859,2,0,1068.0,0.0,4,0,0,0,0.0
0,0.151739183,5,0,0.076739182,4182.0,5,0,0,0,1.0
1,0.65677446,5,0,0.97009911,5952.0,11,0,2,0,0.0
0,0.548873642,6,0,0.399834983,6059.0,8,0,1,0,0.0
0,0.344157626,4,0,0.470455335,5753.0,24,1,1,0,3.0
0,0.7222003690000001,4,0,0.37666047700000005,7000.0,10,0,1,0,0.0
0,0.07178315099999999,6,0,0.016995751,4000.0,5,0,0,0,0.0
0,0.007080731999999999,7,0,0.16521975,3685.0,8,0,0,0,0.0
0,0.46854254,4,0,0.16853932600000002,9967.0,6,0,1,0,4.0
0,0.004092833,6,0,0.30748714,5248.0,8,0,2,0,0.0
0,0.9999998999999999,2,0,0.08420351,4500.0,1,0,0,0,0.0
0,0.9999998999999999,5,0,0.0,3750.0,0,0,0,0,0.0
0,0.38274740100000004,4,2,0.211841599,2600.0,4,0,0,0,2.0
0,0.052019151,4,0,0.291115964,8700.0,6,0,1,0,1.0
0,0.324916145,2,0,0.10951413800000001,6400.0,7,0,0,0,1.0
0,0.24431976,6,0,0.35842326700000005,10933.0,9,0,1,0,0.0
0,0.151942111,7,0,0.073982125,12083.0,22,0,0,0,0.0
0,0.615823464,5,0,0.382208227,5080.0,9,0,0,0,1.0
0,0.006124353000000001,5,0,0.0032515290000000004,12916.0,23,0,0,0,0.0
0,0.932527694,4,1,0.418045916,7491.0,12,0,1,0,3.0
0,0.11412941,3,1,0.24287856100000002,2000.0,5,0,0,1,0.0
0,0.061946799000000004,4,1,0.404319136,5000.0,15,0,1,0,0.0
0,0.04999901,7,0,0.19997647300000002,8500.0,7,0,2,0,0.0
0,0.0,7,0,0.067061488,5740.0,3,0,1,0,0.0
0,0.032665578,8,0,0.0061052630000000005,4749.0,1,0,0,0,0.0
0,0.024023857000000003,7,0,0.018397056000000002,6250.0,13,0,0,0,0.0
1,0.9999998999999999,4,3,0.080923507,4287.0,2,1,0,0,0.0
0,0.9999998999999999,6,0,0.024228905,13000.0,6,0,0,0,0.0
0,0.675314502,7,0,0.849691718,6000.0,15,0,2,0,0.0
0,0.302656824,4,0,0.44020766200000006,5585.0,6,0,1,0,2.0
0,0.48386615299999997,4,0,991.5,1.0,7,0,0,0,2.0
0,0.014725934,6,0,0.309948342,6000.0,4,0,2,0,0.0
0,0.0,5,0,0.00012285,8139.0,8,0,0,0,0.0
0,0.013075805,5,0,0.104216661,2916.0,9,0,0,0,0.0
0,0.389167582,5,0,0.697629415,4133.0,11,0,2,0,0.0
0,0.041718331000000004,8,0,0.526074034,3700.0,3,0,1,0,0.0
0,0.649443303,7,2,0.47545582,4277.0,11,0,2,0,0.0
0,0.126181463,3,0,0.574211741,3900.0,18,0,2,0,3.0
0,0.6429831779999999,3,0,0.11941151300000001,7000.0,6,0,0,0,0.0
0,0.359515222,6,1,0.270954841,6000.0,10,0,2,0,0.0
0,0.148279761,4,0,0.370631195,3833.0,13,0,1,0,2.0
1,0.6927300390000001,5,0,0.616071429,4367.0,15,0,2,0,2.0
0,0.524347231,6,0,0.325321276,4201.0,7,0,0,0,0.0
0,0.641080721,6,0,0.8167974159999999,4333.0,8,0,1,0,0.0
0,0.14775102,4,0,0.055637982,4043.0,6,0,0,0,3.0
0,0.96151924,7,1,0.479426599,3766.0,7,0,1,0,0.0
0,0.39513640299999997,4,0,0.13738931699999998,3500.0,5,0,0,0,0.0
1,0.9999998999999999,3,1,0.783777298,4166.0,4,0,1,0,0.0
0,0.000496071,6,0,0.204382638,9491.0,15,0,1,0,1.0
0,0.605634446,5,3,0.399514355,7000.0,11,0,2,1,0.0
0,0.213577148,3,0,0.88574149,4200.0,12,0,1,0,1.0
0,0.167897587,4,0,0.35204953,4683.0,8,0,1,0,3.0
0,0.260868412,4,0,0.271015385,8124.0,16,0,2,0,3.0
0,0.9999998999999999,5,0,1.238556338,2271.0,5,0,1,0,0.0
0,1.10139324,5,1,0.529044347,1600.0,3,0,0,0,1.0
0,0.957644772,2,3,0.136884203,5500.0,5,0,0,0,0.0
0,1.391014975,3,1,2.103792415,500.0,3,1,1,0,0.0
0,0.715592219,5,0,0.128340788,18333.0,7,0,1,0,4.0
0,0.275975068,6,0,0.19998148300000002,10800.0,9,0,2,0,0.0
0,0.16880144600000002,4,0,0.502882014,8500.0,12,0,2,0,0.0
0,0.015537786000000001,5,0,0.396213838,7500.0,18,0,2,0,1.0
0,0.022648037000000003,7,0,0.398920216,5000.0,8,0,2,0,0.0
0,0.091483396,5,1,0.115109969,3500.0,6,0,0,0,0.0
0,0.765886952,5,0,0.26459277,11700.0,8,0,2,0,2.0
1,0.6266725479999999,3,1,0.516138246,3500.0,8,0,2,0,4.0
0,0.0016845579999999998,5,0,0.46615801100000004,8125.0,11,0,2,0,0.0
0,0.9077918220000001,3,0,0.604341626,6310.0,7,0,1,0,3.0
1,0.9999998999999999,4,0,0.7193859340000001,2800.0,5,0,2,0,0.0
0,0.269254221,7,1,1.996832937,1262.0,16,0,1,0,0.0
0,0.514817451,4,0,0.7644118109999999,6400.0,19,0,1,0,1.0
1,0.970890914,4,1,0.050854747,9300.0,3,0,0,0,2.0
0,0.008373442,4,0,0.036852269,6213.0,5,0,0,0,3.0
0,0.479594607,3,0,0.285142171,7490.0,6,0,2,0,0.0
0,0.049943155,6,0,0.6898275429999999,4000.0,10,0,1,0,0.0
0,0.657212583,3,0,0.433913217,5000.0,16,1,1,0,0.0
0,0.20840593300000002,4,0,0.27755189399999997,4672.0,7,0,0,0,1.0
0,0.03115318,5,0,1.330316742,1325.0,8,0,1,0,0.0
0,0.038800016,6,1,0.12782194,9434.0,8,0,0,0,0.0
0,0.202636935,6,0,1.162951576,1300.0,9,0,1,0,0.0
0,0.8955697579999999,5,0,0.474004521,5750.0,12,0,2,0,0.0
0,0.023874574,7,0,0.005161128,7943.0,7,0,0,0,0.0
0,0.136793641,8,1,0.23508683600000002,3972.0,11,0,1,0,1.0
0,0.952190511,4,1,0.31553492,5168.0,3,0,1,1,1.0
0,0.158350786,5,0,0.149712572,4000.0,13,0,0,0,1.0
0,0.663963334,3,0,0.509688374,10011.0,12,0,2,0,0.0
0,0.06419786,5,1,0.009331778,6000.0,4,0,0,0,1.0
0,0.0,6,0,0.265240952,10333.0,3,0,2,0,2.0
0,0.37724209700000005,5,0,0.563234941,4166.0,13,0,2,0,0.0
0,0.585261354,2,1,0.092044981,2400.0,4,0,0,0,0.0
0,0.0,7,0,0.315577889,3979.0,10,0,0,0,0.0
0,0.032317415,6,1,0.12213333300000001,3749.0,4,0,0,0,0.0
0,0.305788571,5,0,0.42676220600000003,6000.0,11,0,1,0,0.0
0,0.0,7,0,0.00189981,10000.0,2,0,0,0,0.0
0,0.390715917,4,0,0.155320366,6991.0,7,0,0,0,0.0
0,0.0,5,0,0.228154117,3970.0,6,1,1,0,0.0
0,0.087659455,7,0,0.264358108,4735.0,7,0,1,0,0.0
0,0.219919902,5,0,0.353223484,6250.0,9,0,2,0,1.0
0,1.0031246090000001,4,0,0.393477743,4200.0,8,0,0,0,0.0
0,0.164152987,5,1,0.24191109800000002,6613.0,10,0,1,0,1.0
0,0.9999998999999999,5,0,0.6918238990000001,2225.0,3,2,1,1,3.0
0,0.886900775,4,1,0.23028391199999998,3803.0,4,0,0,1,0.0
0,0.007768695999999999,6,0,0.18423450800000002,13167.0,8,0,1,0,1.0
0,0.124904105,3,0,0.172877659,5500.0,17,0,0,0,0.0
0,0.249293509,5,0,0.287714988,16279.0,5,0,1,0,3.0
0,0.025838966,7,0,0.004498875,4000.0,6,0,0,0,0.0
0,0.012525715,4,1,0.08498023699999999,7083.0,15,0,0,0,2.0
0,0.712203921,5,1,0.21037594399999998,35350.0,17,0,2,0,3.0
0,0.079816368,4,1,0.35013285299999997,11666.0,15,0,2,0,2.0
0,0.175862663,4,0,0.40557746899999997,14450.0,17,0,3,0,1.0
0,0.9999998999999999,3,1,0.06695464400000001,4166.0,6,1,0,0,1.0
0,0.007467709,4,0,0.160309029,2070.0,4,0,0,0,2.0
0,0.240357393,5,2,0.394343781,8167.0,14,0,1,0,3.0
0,0.0,6,0,0.13717848800000002,2565.0,2,0,0,0,1.0
0,0.013116623999999999,5,0,0.128988274,11000.0,16,0,1,0,1.0
0,0.0,7,0,0.07963118200000001,8350.0,4,0,1,0,0.0
0,0.521264119,5,2,0.36671177299999996,4433.0,9,0,0,0,1.0
0,0.546054696,3,1,0.444244355,7218.0,16,0,2,0,3.0
0,0.001976629,5,0,0.00021097,4739.0,2,0,0,0,1.0
0,0.406657206,3,0,0.089569601,7736.0,6,0,0,0,0.0
0,1.0189810190000002,2,0,0.112952223,3620.0,2,0,0,0,0.0
0,0.557938078,4,0,0.380840894,10250.0,10,0,2,0,0.0
0,0.163942762,7,0,0.535287731,920.0,8,0,0,0,0.0
0,0.08499792699999999,7,0,0.022687608999999997,4583.0,5,0,0,0,0.0
1,0.664650863,3,3,0.474342009,6800.0,15,1,2,0,3.0
0,0.009329558,4,0,0.004604944000000001,4125.0,6,0,0,0,4.0
0,0.037477456,5,0,0.34095454299999994,18500.0,9,0,3,0,2.0
0,0.714245136,5,0,0.28805857100000004,3960.0,3,0,1,0,0.0
0,0.09205226,6,0,0.419732441,6577.0,24,0,2,0,0.0
0,0.239645687,3,0,0.093622795,2210.0,3,0,0,0,1.0
1,0.9999998999999999,4,1,0.227059326,2342.0,1,0,0,0,0.0
0,0.10592627199999999,4,0,79.0,0.0,5,0,0,0,2.0
0,1.463571889,4,0,0.189170665,2917.0,6,2,0,2,2.0
0,0.44942170600000003,4,1,0.349107712,6275.0,13,0,1,0,4.0
0,0.062479901,5,2,0.329711353,15000.0,15,0,4,0,0.0
0,0.23286379399999999,3,0,0.596350912,4000.0,11,0,2,0,2.0
0,0.353811695,5,0,0.39924806,12500.0,5,0,2,0,0.0
1,0.455808335,4,0,0.213889306,20000.0,16,0,2,0,2.0
0,0.278379748,4,0,0.334664537,10015.0,14,0,2,0,2.0
0,0.005886083,8,0,0.00179964,5000.0,5,0,0,0,0.0
0,0.9999998999999999,4,2,0.269801415,4380.0,3,0,1,0,2.0
0,0.035156444,5,0,0.0056502240000000006,11149.0,3,0,0,0,2.0
0,0.12045111,2,1,0.149800266,1501.0,6,0,0,0,0.0
0,0.230117992,5,0,0.318434078,6666.0,5,0,1,0,2.0
0,0.007909158000000001,8,0,0.0007741439999999999,5166.0,2,0,0,0,0.0
0,0.542016491,6,0,0.357255025,6367.0,12,0,2,0,0.0
0,0.405063291,2,0,0.077118644,1179.0,5,0,0,0,0.0
0,1.089995263,4,0,2591.0,0.0,4,0,1,0,4.0
0,0.013625818999999999,5,0,0.002249719,8000.0,2,0,0,0,0.0
0,0.019771373999999998,5,0,0.289704709,8770.0,17,0,2,0,1.0
0,0.026169231,7,0,0.281524927,4773.0,12,0,2,0,0.0
0,0.057062616,3,0,437.0,0.0,9,0,0,0,1.0
0,0.021876138,6,0,0.44275954,6000.0,8,0,2,0,0.0
0,0.16579171,6,0,0.302989552,9666.0,8,0,1,0,0.0
0,0.033834689,5,1,0.394564199,3200.0,11,0,2,0,0.0
0,1.0,4,0,0.977777778,3824.0,14,0,1,0,5.0
0,0.861661516,5,0,0.600125156,3195.0,9,0,0,0,0.0
0,0.48161448,3,0,0.677074198,5700.0,18,0,2,0,2.0
0,0.0077452169999999996,4,0,0.495587424,7251.0,3,0,2,0,2.0
0,0.239230501,6,0,1.795469687,1500.0,15,0,2,0,0.0
0,0.377829925,4,0,0.266563147,7727.0,12,0,1,0,1.0
0,0.888483708,4,0,0.187235679,2600.0,3,0,0,0,0.0
0,0.498791563,4,1,1.3363754890000001,2300.0,11,0,1,1,0.0
0,0.242303037,6,0,0.426019728,3750.0,5,0,0,0,0.0
0,0.06614367,6,0,0.26281844600000004,3100.0,7,0,1,0,0.0
0,0.0,7,0,0.22427831199999998,5403.0,4,0,1,0,0.0
0,0.628727722,4,0,0.18352389300000002,3410.0,7,0,0,0,1.0
0,0.011682642,7,0,0.006094702,2132.0,3,0,0,0,0.0
1,0.846307385,3,6,0.629820051,3500.0,8,2,2,3,4.0
0,0.00585705,4,0,0.681915904,20000.0,15,0,4,0,0.0
0,0.595361855,5,1,0.045881125999999994,958.0,1,0,0,0,0.0
0,0.0,3,0,0.070350845,5500.0,6,0,0,0,2.0
0,0.0257425,5,0,0.144462432,10500.0,17,0,1,0,0.0
0,0.127491851,4,1,0.499089555,6040.0,15,0,2,0,1.0
0,594.0,5,0,0.310692093,14000.0,5,0,1,0,1.0
0,1.003299835,5,0,1.462195924,3041.0,10,0,1,0,2.0
0,0.22138891100000002,5,0,0.184747145,9807.0,4,0,1,0,3.0
1,0.747607485,4,0,0.221205597,5573.0,2,2,0,0,2.0
0,0.6592172620000001,5,2,0.523377213,11014.0,18,0,2,0,5.0
0,0.039453543,5,0,0.106644449,4800.0,15,0,0,0,0.0
0,0.016141704,3,0,0.0028557829999999998,2100.0,4,0,0,0,0.0
0,1.006066329,5,3,0.440475173,11700.0,9,0,2,0,6.0
0,0.355124208,6,0,0.49125552299999997,10863.0,18,0,2,0,0.0
0,0.149598614,5,1,0.5909860020000001,6500.0,18,0,3,0,2.0
0,0.429867765,5,0,0.503883689,10041.0,13,0,2,0,0.0
0,0.9997242140000001,4,1,0.486802112,6250.0,4,5,1,2,3.0
0,0.546554078,6,3,0.9102724320000001,4000.0,16,0,2,0,0.0
0,0.49233094,7,0,0.624262045,5250.0,11,0,1,0,0.0
1,0.9999998999999999,2,2,0.081643988,3600.0,1,0,0,0,1.0
0,0.0,6,0,0.399928584,5600.0,5,0,3,0,0.0
0,0.153944255,6,2,0.80812446,3470.0,8,0,2,0,0.0
0,0.0,7,0,0.19403582100000002,22500.0,9,0,2,0,0.0
0,0.39212987299999996,4,1,0.303043606,6833.0,12,0,1,0,0.0
0,0.018879245,8,0,0.006665778000000001,7500.0,5,0,0,0,0.0
0,0.033785766,4,0,0.363649202,7080.0,8,0,2,0,2.0
0,0.51774405,7,0,0.49936436799999995,16518.0,16,0,2,0,3.0
0,0.140024089,5,0,0.29049411,12223.0,5,0,1,0,0.0
0,0.9999998999999999,5,1,0.449833395,2700.0,2,0,1,0,0.0
0,0.362211345,3,1,0.033474708,131800.0,11,0,1,0,2.0
0,0.017678274,4,0,0.854715095,3000.0,17,0,3,0,0.0
0,0.003964277,7,0,0.001841621,3800.0,7,0,0,0,0.0
0,0.131766417,5,0,0.387379088,13025.0,21,0,2,0,4.0
0,0.24570877800000002,4,0,0.074036625,8900.0,10,0,0,0,3.0
0,0.277976334,4,1,0.300095572,9416.0,17,0,2,0,0.0
1,0.8555326520000001,3,1,0.301674581,4000.0,10,0,0,0,3.0
0,0.268592524,6,1,0.332916732,6400.0,13,0,1,0,0.0
0,0.126883668,6,0,0.35694051,6000.0,21,0,0,0,0.0
0,0.09511239099999999,4,0,0.24710189100000002,4916.0,3,0,1,0,0.0
0,0.076262284,5,0,0.564410169,3500.0,8,0,2,0,0.0
1,0.781975175,3,3,0.789944772,5250.0,7,1,2,0,0.0
0,0.09114724800000001,6,0,0.203218741,10500.0,8,0,1,0,0.0
0,0.355857773,5,0,0.511008919,7175.0,13,0,1,0,3.0
0,0.9999998999999999,2,0,0.168443497,1875.0,2,0,0,0,1.0
0,0.039608427,5,0,0.24819655699999998,14000.0,11,0,1,0,1.0
0,0.006533973,8,0,0.170139302,8398.0,9,0,1,0,0.0
0,0.320654945,4,0,2.8916363639999996,1374.0,11,0,1,0,2.0
0,0.325201968,4,0,0.308712752,15000.0,8,0,2,0,4.0
0,0.880133185,3,0,0.30134770899999996,1854.0,3,3,0,2,0.0
0,0.001409992,3,0,0.28238823,7000.0,11,0,2,0,2.0
0,0.047265613,3,0,2.095808383,500.0,7,0,1,0,0.0
0,0.014466183999999998,7,0,0.082187295,3053.0,2,0,0,0,0.0
0,0.022484137999999997,5,0,0.16796160899999998,4375.0,5,0,1,0,0.0
0,0.099161178,5,1,0.368764101,15955.0,12,0,2,0,1.0
0,0.020277215,6,0,0.006189213000000001,3392.0,6,0,0,0,0.0
0,0.031557768,4,0,0.35228714299999997,13400.0,8,0,2,0,1.0
0,1.608985025,5,1,0.130667287,4300.0,3,2,0,0,0.0
0,0.004622799,3,0,0.664467173,3030.0,9,0,1,0,1.0
0,0.211109087,6,0,0.062322946,6000.0,5,0,0,0,0.0
0,0.0,4,0,0.40423211200000003,4583.0,3,0,1,0,2.0
1,0.922505535,4,0,0.501614046,12700.0,11,0,4,0,1.0
0,0.28026829600000003,4,0,0.278857656,13375.0,11,0,1,0,2.0
0,0.022005626,6,0,0.075822368,6079.0,18,0,0,0,0.0
0,0.9999998999999999,3,0,0.39869281,7343.0,8,0,1,0,1.0
0,0.9999998999999999,4,1,0.545292621,3929.0,3,0,1,0,2.0
0,0.029414372,6,0,0.591963493,7888.0,15,0,2,0,0.0
1,0.450868765,5,0,0.182188015,27284.0,9,1,2,0,1.0
0,0.9862361040000001,4,0,0.621913829,6196.0,8,0,1,0,0.0
0,0.075019765,5,0,0.44486361,3445.0,8,0,1,0,1.0
1,0.5666913570000001,4,2,0.7580587390000001,5583.0,8,0,2,0,1.0
1,0.775317812,4,2,0.43341489,5721.0,7,3,2,0,2.0
0,0.208385297,6,0,0.305531671,3488.0,8,0,1,0,1.0
0,0.428103981,5,1,0.041947273,43506.0,7,1,1,1,1.0
0,0.06838933,4,0,0.244917715,11362.0,14,0,1,0,2.0
0,0.21046949899999998,5,0,0.36394948299999996,3483.0,16,0,0,0,1.0
0,0.17330636100000002,3,0,0.310668933,10000.0,5,0,1,0,1.0
0,0.43612334799999997,5,0,0.773096335,4556.0,17,0,1,0,0.0
0,0.191205155,5,0,0.135381725,7452.0,8,0,1,0,0.0
0,0.2232169,6,0,0.131567489,13779.0,8,0,1,0,2.0
0,0.21908073399999997,6,1,0.348803012,17000.0,13,0,4,0,2.0
0,0.925430671,3,0,0.417433027,2500.0,12,0,0,0,3.0
0,0.0,4,0,0.354929014,5000.0,8,0,1,0,0.0
0,0.9999998999999999,5,0,0.504587156,2833.0,6,0,1,0,0.0
0,0.89206762,5,0,0.510478754,5200.0,5,0,1,0,0.0
0,0.55895704,6,0,0.14145528599999999,5400.0,2,0,0,0,0.0
0,0.0,2,0,0.0,820.0,1,0,0,0,0.0
0,0.024171948999999998,7,0,0.12048861699999999,1800.0,11,0,0,0,0.0
0,0.8499083359999999,3,0,0.201388889,9791.0,7,0,0,0,3.0
0,0.023563199,3,0,0.346220504,7500.0,6,0,2,0,0.0
0,0.0,7,0,0.267870467,6700.0,8,0,1,0,0.0
0,0.087262779,4,0,0.351002865,5583.0,10,0,1,0,3.0
0,0.18271896699999998,4,0,0.11445568099999999,8404.0,4,0,0,0,0.0
0,0.21569249199999999,6,1,0.088186277,21000.0,11,0,0,0,1.0
0,1.784053156,2,2,0.141130466,2812.0,2,0,0,0,1.0
0,0.13855905699999999,6,0,0.342267603,4700.0,9,0,1,0,0.0
0,0.099427233,7,0,0.401554842,5916.0,8,0,2,0,0.0
0,0.23790845300000002,4,0,0.08936368800000001,30000.0,13,0,0,0,2.0
0,0.42239557899999997,5,0,1.362763916,2083.0,14,0,1,0,0.0
0,0.010998899999999999,4,0,0.479638878,5205.0,5,0,2,0,1.0
0,0.00254351,4,0,0.252499546,5500.0,15,0,1,0,2.0
0,0.059988002,8,0,0.0035985609999999997,2500.0,2,0,0,0,0.0
1,0.025892468999999998,3,0,74.5,1.0,13,0,0,0,2.0
1,0.9999998999999999,2,0,0.29199549,2660.0,7,4,0,1,0.0
1,0.9999998999999999,4,0,0.313665546,3270.0,4,2,1,1,2.0
0,0.020306712,8,0,0.112390837,7900.0,9,0,1,0,0.0
0,0.170665445,3,1,0.155162469,5200.0,10,0,0,0,0.0
0,0.783804506,5,0,0.805872412,4733.0,14,0,2,0,3.0
0,0.149573547,5,0,0.36098553299999997,8847.0,9,0,2,0,1.0
0,0.43487413399999997,2,0,0.689040208,3083.0,5,0,1,0,0.0
0,0.7589425809999999,3,0,0.436170922,15000.0,9,0,2,0,0.0
0,0.064677186,8,0,0.40251949600000003,3333.0,15,0,1,0,0.0
0,0.07903666599999999,3,0,1.4181163769999998,3333.0,12,0,3,0,1.0
0,0.100199859,5,0,0.045387167,14166.0,19,0,0,0,1.0
0,0.295483787,5,0,0.39346313200000005,12788.0,13,0,4,0,1.0
0,0.018648866,5,0,0.215987295,5666.0,11,0,1,0,0.0
1,0.34871491,4,0,0.97549991,5550.0,5,0,3,0,2.0
0,0.48767488299999995,2,0,0.14285714300000002,4500.0,5,0,0,0,0.0
0,0.5818472720000001,4,0,0.7774445109999999,3333.0,4,0,3,0,0.0
0,0.014676108,7,0,0.060745278,3917.0,14,0,0,0,0.0
0,0.6047446329999999,3,0,0.119813364,6000.0,8,0,0,0,0.0
0,0.144761845,5,0,0.159128021,12247.0,14,0,2,0,2.0
0,0.08056416799999999,6,0,0.48728899700000006,4916.0,15,0,2,0,0.0
0,0.0,3,0,0.084136838,7570.0,6,0,0,0,3.0
0,0.011880181,6,0,0.278858389,5500.0,15,0,3,0,0.0
0,0.760817187,6,0,0.504013519,7100.0,17,0,1,0,2.0
0,0.029339601,3,0,0.178385729,12500.0,6,0,1,0,1.0
0,0.9999998999999999,3,2,0.441233766,3079.0,6,1,0,0,0.0
0,0.049288270999999995,6,0,0.14537375,6300.0,5,0,1,0,0.0
0,0.255608501,4,0,0.521449124,7645.0,9,0,2,0,3.0
0,0.091058165,5,0,0.317115252,8693.0,14,0,3,0,1.0
0,0.531466886,4,0,0.457655637,3565.0,6,0,1,0,1.0
0,0.134044408,4,1,0.01284162,6073.0,2,0,0,0,0.0
0,0.040242649,4,0,0.472264953,11050.0,16,0,3,0,3.0
0,0.010335432,4,0,0.006283919000000001,3500.0,7,0,0,0,2.0
0,0.9999998999999999,3,0,0.08166941900000001,6660.0,3,0,0,0,0.0
0,0.076417737,5,0,0.47912262200000005,7567.0,13,0,3,0,2.0
1,0.717767132,6,2,0.09990205699999999,1020.0,4,0,0,0,0.0
0,0.13663726699999998,3,0,102.0,1.0,11,0,0,0,4.0
0,0.591172543,6,0,0.35220125799999996,6200.0,13,0,2,0,1.0
0,0.991152514,6,0,0.7893396979999999,6284.0,7,0,2,0,3.0
0,0.038313859,4,0,459.5,1.0,12,0,2,0,2.0
1,0.9999998999999999,2,0,0.039675102000000004,3200.0,1,3,0,0,1.0
0,1.589158345,3,2,0.136215946,4000.0,3,2,0,0,0.0
0,0.9999998999999999,2,0,0.009126467,2300.0,2,0,0,0,0.0
0,0.086026114,7,0,0.42927389,6100.0,12,0,2,0,0.0
0,0.085886879,5,0,0.724213606,4100.0,24,0,2,0,1.0
0,0.829867479,4,0,0.561775586,8109.0,7,0,1,0,2.0
0,0.457699586,4,0,0.535092981,5000.0,12,0,1,0,3.0
0,0.138974199,4,0,0.9469312409999999,2166.0,14,0,2,0,2.0
0,0.229508197,5,0,0.35716974,5313.0,4,0,1,0,0.0
0,0.756473067,4,0,0.8847736629999999,7775.0,14,0,3,0,2.0
0,0.9815145129999999,4,3,0.6878150009999999,3372.0,8,0,1,0,2.0
0,0.86448271,4,1,0.43225084,6250.0,7,0,1,0,2.0
0,0.143786213,3,0,0.386812664,4200.0,8,0,2,0,0.0
0,0.37733352200000003,6,0,0.178832242,29166.0,6,0,2,0,0.0
